2023/12/22 23:29:04:382 	Total Order Loaded 3889
2023/12/22 23:47:37:300 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}
2023/12/22 23:47:37:300 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:301 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:37:301 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:37:301 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:301 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}}
2023/12/22 23:47:37:301 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}
2023/12/22 23:47:37:302 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:302 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:37:302 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:37:302 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:303 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}}
2023/12/22 23:47:37:303 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}
2023/12/22 23:47:37:303 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:303 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:37:304 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:37:304 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:51:57:368 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","clientbalance","clientfloatingpl","clientplnet","companyplnet","subbroker","broker","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:51:57:368 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","clientbalance","clientfloatingpl","clientplnet","companyplnet","subbroker","broker","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:51:57:368 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:51:57:371 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","subbroker","broker","symbol","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:51:57:371 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","subbroker","broker","symbol","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:51:57:371 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:51:57:373 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","subbroker","symbol","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:51:57:373 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","subbroker","symbol","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:51:57:373 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:51:57:380 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"ece33714-f888-4f08-843b-7cebe44d9364"}}
2023/12/22 23:51:57:380 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"ece33714-f888-4f08-843b-7cebe44d9364"}
2023/12/22 23:51:57:380 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:00:635 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}}
2023/12/22 23:52:00:635 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}
2023/12/22 23:52:00:635 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:01:452 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:52:01:452 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:52:01:452 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:01:453 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:01:453 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:01:453 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:01:453 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:52:01:454 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:52:01:454 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:01:454 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:01:454 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:01:454 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:072 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad"}}
2023/12/22 23:52:10:072 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad"}
2023/12/22 23:52:10:072 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:470 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:52:10:470 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:52:10:470 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:471 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:10:471 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:10:471 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:611 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:52:10:611 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:52:10:612 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:612 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:10:612 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:10:612 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:777 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:10:777 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:10:777 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:778 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:10:778 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:10:778 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:946 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:10:946 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:10:946 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:10:947 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:10:947 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:10:947 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:11:002 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:11:002 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:11:002 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:11:003 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:11:003 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:11:003 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:11:004 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:11:004 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:11:004 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:11:005 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:11:005 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:11:005 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:11:005 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:11:005 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:11:005 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:11:006 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:11:006 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:11:006 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:11:006 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:11:006 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:11:006 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:11:007 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:11:007 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:11:007 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:37:063 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","clientbalance","clientfloatingpl","clientplnet","companyplnet","subbroker","broker","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:37:063 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","clientbalance","clientfloatingpl","clientplnet","companyplnet","subbroker","broker","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:37:063 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:37:065 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","subbroker","broker","symbol","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:37:065 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","subbroker","broker","symbol","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:37:065 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:37:069 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","subbroker","symbol","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:37:069 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","subbroker","symbol","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:37:069 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:39:329 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}}
2023/12/22 23:52:39:329 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}
2023/12/22 23:52:39:330 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:40:122 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:52:40:122 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:52:40:122 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:40:123 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:40:123 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:40:123 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:40:124 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:52:40:124 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:52:40:124 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:40:124 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:40:124 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:40:124 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:41:678 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad"}}
2023/12/22 23:52:41:678 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad"}
2023/12/22 23:52:41:678 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:066 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:52:42:066 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:52:42:066 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:067 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:42:067 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:42:067 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:230 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:52:42:230 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:52:42:230 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:231 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:42:231 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:42:231 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:411 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:42:411 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:42:411 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:411 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:42:412 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:42:412 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:556 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:42:557 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:42:557 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:557 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:42:558 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
